 300.012,14.97
 600.023,15.44
 900.033,15.44
1200.043,15.44
1500.053,15.44
1800.063,15.90
2100.073,15.44
2400.084,15.90
2700.094,15.90
3000.104,15.90
3300.114,15.90
3600.124,15.90
3900.134,15.90
4200.145,16.84
4500.155,16.37
4800.165,16.84
5100.175,16.84
5400.185,16.84
5700.195,16.84
6000.205,16.84
6300.216,17.31
6600.226,16.84
6900.236,17.31
7200.246,17.31
7500.256,16.84
7800.266,17.31
8100.276,17.31
8400.287,17.78
8700.297,17.31
9000.307,17.31
9300.317,17.78
9600.327,17.78
9900.337,17.31
10200.348,17.78
10500.358,17.31
10800.368,17.78
11100.378,17.31
11400.388,17.78
11700.398,17.78
12000.408,17.78
12300.419,17.78
12600.429,17.78
12900.439,17.31
13200.449,17.78
13500.459,17.31
13800.469,17.31
14100.479,17.31
14400.490,17.31
14700.500,16.84
15000.510,17.31
15300.520,17.31
15600.530,17.31
15900.540,17.31
16200.551,16.84
16500.561,16.84
16800.571,16.37
17100.581,16.84
17400.591,16.84
17700.601,16.84
18000.611,16.37
18300.622,16.84
18600.632,16.37
18900.642,16.37
19200.652,16.84
19500.662,16.84
19800.672,16.37
20100.682,16.37
20400.693,16.37
20700.703,16.37
21000.713,16.37
21300.723,16.37
21600.733,16.37
21900.743,16.84
22200.754,16.84
22500.764,16.37
22800.774,16.84
23100.784,16.37
23400.794,16.84
23700.804,16.37
24000.814,16.37
24300.825,16.37
24600.835,15.90
24900.845,16.37
25200.855,16.37
25500.865,16.37
25800.875,15.90
26100.886,16.37
26400.896,16.37
26700.906,15.90
27000.916,15.90
27300.926,15.90
27600.936,15.90
27900.946,15.90
28200.957,15.90
28500.967,15.90
28800.977,15.90
29100.987,15.90
29400.997,15.90
29701.007,15.90
30001.017,15.44
30301.028,15.44
30601.038,15.90
30901.048,15.44
31201.058,15.44
31501.068,15.44
31801.078,15.44
32101.089,15.90
32401.099,15.44
32701.109,15.44
33001.119,15.44
33301.129,15.44
33601.139,15.90
33901.149,14.97
34201.160,15.44
34501.170,15.44
34801.180,15.44
35101.190,14.97
35401.200,14.97
35701.210,15.44
36001.220,14.97
36301.231,14.97
36601.241,14.97
36901.251,14.97
37201.261,14.97
37501.271,14.97
37801.281,14.97
38101.291,14.97
38401.302,14.03
38701.312,14.97
39001.322,14.50
39301.332,14.97
39601.342,14.03
39901.352,14.03
40201.363,14.03
40501.373,14.50
40801.383,14.03
41101.393,14.03
41401.403,14.03
41701.413,14.03
42001.423,14.03
42301.434,14.03
42601.444,14.03
42901.454,14.03
43201.464,14.03
43501.474,14.03
43801.484,14.03
44101.495,14.03
44401.505,14.03
44701.515,14.03
45001.525,13.56
45301.535,13.56
45601.545,13.56
45901.555,13.56
46201.566,13.56
46501.576,13.56
46801.586,14.03
47101.596,13.56
47401.606,14.03
47701.616,13.56
48001.626,13.56
48301.637,13.56
48601.647,13.56
48901.657,13.56
49201.667,13.09
49501.677,13.56
49801.687,13.56
50101.697,13.56
50401.708,13.09
50701.718,13.09
51001.728,13.09
51301.738,13.09
51601.748,13.09
51901.758,13.56
52201.769,13.09
52501.779,13.09
52801.789,13.56
53101.799,13.56
53401.809,13.56
53701.819,13.56
54001.829,13.09
54301.840,13.09
54601.850,13.09
54901.860,13.09
55201.870,13.09
55501.880,13.09
55801.890,13.09
56101.901,13.56
56401.911,13.56
56701.921,13.09
57001.931,13.09
57301.941,13.56
57601.951,13.09
57901.961,13.09
58201.972,13.09
58501.982,13.56
58801.992,13.09
59102.002,13.56
59402.012,13.56
59702.022,13.09
60002.033,13.09
60302.043,13.09
60602.053,13.56
60902.063,13.56
61202.073,13.09
61502.083,13.56
61802.093,13.56
62102.104,13.56
62402.114,13.56
62702.124,13.09
63002.134,13.56
63302.144,13.56
63602.154,13.56
63902.165,13.56
64202.175,13.56
64502.185,13.09
64802.195,13.56
65102.205,13.09
65402.215,13.56
65702.225,13.56
66002.236,13.09
66302.246,13.56
66602.256,13.56
66902.266,13.09
67202.276,13.56
67502.286,13.56
67802.296,13.09
68102.307,13.09
68402.317,13.56
68702.327,13.09
69002.337,13.56
69302.347,13.56
69602.357,13.56
69902.368,14.03
70202.378,14.03
70502.388,13.56
70802.398,13.56
71102.408,13.56
71402.418,13.56
71702.429,14.03
72002.439,13.56
72302.449,14.03
72602.459,13.56
72902.469,14.03
73202.479,14.03
73502.489,13.56
73802.500,14.03
74102.510,14.03
74402.520,14.03
74702.530,14.03
75002.540,14.03
75302.550,14.03
75602.560,14.03
75902.571,14.03
76202.581,14.03
76502.591,14.97
76802.601,14.03
77102.611,14.03
77402.621,14.97
77702.632,14.03
78002.642,14.03
78302.652,14.50
78602.662,14.97
78902.672,14.97
79202.682,14.50
79502.692,14.97
79802.703,14.97
80102.713,14.97
80402.723,14.97
80702.733,15.44
81002.743,15.44
81302.753,14.97
81602.763,15.44
81902.774,15.44
82202.784,14.97
82502.794,15.44
82802.804,14.97
83102.814,15.90
