PlatformNo,Platform number,Lat,Long,Tag,Top,Cash,,,
13323,N Avon Rd near Chrystal St,-43.51752,172.65842,1386,54,,,Rossall St near Highgate Ave,69
12010,N Avon Rd near Petrie St,-43.51751,172.65701,1165,65,,,Rossall St near Holmwood Rd,17
18578,N Avon Rd near Tweed St,-43.51766,172.65807,2145,102,,,Rossall St near Leinster Rd,75
42786,Nayland St near Hardwicke St,-43.57158,172.76243,1472,17,,,Rossall St near Office Rd,85
30642,Nayland St near Hardwicke St,-43.57158,172.76271,9,0,,,Rossall St near Rhodes St,339
42793,Nayland St near Head St,-43.57403,172.76658,3510,89,,,Rowley Ave near Salmond St,664
42651,Nayland St near Head St,-43.57401,172.76679,20,0,,,Roydvale Ave,236
42740,Nayland St near Menzies St,-43.57294,172.76473,1200,22,,,Roydvale Ave near Highwood Ln,275
30626,Nayland St near Menzies St,-43.5729,172.76492,3,0,,,Roydvale Ave near Homersham Pl,6
42531,Nayland St near Stoke St,-43.57041,172.76045,1710,39,,,Roydvale Ave near Juniper Pl,59
30657,Nayland St near Stoke St,-43.57035,172.76061,89,4,,,Roydvale Ave near O'connor Pl,355
18972,New Brighton (Beresford St),-43.50843,172.72706,1,2,,,Roydvale Ave near Sir William Pickering Dr,51
39192,New Brighton (Oram Ave),-43.50809,172.72961,21435,1024,7669,,Ruru Rd near Hay St,1
18242,New Brighton (Oram Ave),-43.50823,172.72994,2048,132,,,Russley,869
39088,New Brighton Rd,-43.50017,172.68634,416,11,,,Russley Rd near Dinton St,325
39279,New Brighton Rd near Bampton St,-43.50745,172.66802,2896,63,,,Salisbury St near Gracefield Ave,198
41330,New Brighton Rd near Bower Ave,-43.50354,172.70869,2262,75,,,Salisbury St near Victoria St,638
39251,New Brighton Rd near Horseshoe Lake Rd,-43.50694,172.66808,554,18,,,Saracen Ave near Handel Cl,40
39349,New Brighton Rd near Kingsford St,-43.50525,172.67546,93,2,,,Saracen Ave near Mahlet St,1
39536,New Brighton Rd near Lake Terrace Rd,-43.50018,172.68516,36,0,,,Sawyers Arms Rd,114
39057,New Brighton Rd near Locksley Ave,-43.50415,172.68201,24,2,,,Sawyers Arms Rd near Cotswold Ave,374
39396,New Brighton Rd near Locksley Ave,-43.50401,172.68201,2,0,,,Seaview Rd,755
39618,New Brighton Rd near Netherby Ln,-43.50797,172.66581,2678,71,,,Sedgwick Way near Woodside Common,56
39331,New Brighton Rd near Queensbury St,-43.5053,172.67815,48,0,,,Selwyn St near Bletsoe Ave,424
18476,North Parade,-43.50855,172.66304,14062,897,6018,,Selwyn St near Bolton Ave,144
13277,North Parade,-43.50876,172.66282,3984,137,,,Selwyn St near Cheviot St,305
13265,North Pde near Averill St,-43.51175,172.66164,705,15,,,Selwyn St near Disraeli St,133
40296,North Pde near Averill St,-43.51206,172.66152,700,25,,,Selwyn St near Dobson St,267
13310,North Pde near Medway St,-43.51491,172.65989,1397,75,,,Selwyn St near Fairfield Ave,1822
40038,North Pde near Poulton Ave,-43.51361,172.66064,1849,66,,,Selwyn St near Harman St,411
18300,North Pde near Randall St,-43.51558,172.65996,1773,56,,,Selwyn St near Hazeldean Rd,309
21552,North Shore,-43.48083,172.71958,1449,23,,,Selwyn St near Moorhouse Ave,78
21683,North Shore,-43.48104,172.71939,98,2,,,Selwyn St near Ruskin St,141
40709,Northcote Rd near Fenchurch St,-43.48433,172.61374,341,18,,,Selwyn St Shops,1652
19629,Northcote Rd near Lydia St,-43.48437,172.61183,10,1,,,Sewell St near Smith St,101
17403,Northcote Rd near Uxbridge St,-43.48411,172.60859,609,31,,,Sheffield Cres,1821
19664,Northcote Rd near Uxbridge St,-43.48423,172.60855,6,1,,,Sheffield Cres near Sir William Pickering Dr,18
47781,Northlands Mall (Langdons Rd),-43.49381,172.60732,1719,3,,,Sheffield Cres near Wairakei Rd,26
39641,Northlands Platform A,-43.4932,172.61079,33141,1034,8333,,Shirley Rd near Quinns Rd,1410
51347,Northlands Platform B,-43.49338,172.61059,38322,1731,7578,,Shirley Rd near Slater St,2446
15650,Northlands Platform C,-43.49421,172.61004,21045,996,4178,,Shirley Rd near Stapletons Rd,371
51352,Northlands Platform D,-43.49364,172.61053,32754,1624,7939,,Silverstream,326
15970,Northwood,-43.4584,172.61527,4772,170,,,Simeon St near Howard St,1
15991,Northwood Blvd near Main North Rd,-43.46042,172.62166,832,37,,,Simeon St near Milton St,261
43210,Northwood Blvd near Mounter Ave,-43.45935,172.61729,13,0,,,Sir William Pickering Dr,8
41812,Norwich Quay near Canterbury St,-43.60374,172.72096,12821,720,,,Sir William Pickering Dr (NB),2
40750,Norwich Qy near Dublin St,-43.60325,172.71888,13635,581,,,Sir William Pickering Dr (SB),28
22269,Nottingham Ave near Arkwright Pl,-43.57385,172.5574,712,40,,,Sir William Pickering Dr near Roydvale Ave,
33767,Nottingham Ave near Arkwright Pl,-43.57376,172.55683,40,3,,,Sir William Pickering near Sir Gil Simpson,
33831,Oakridge St near Nicholls Rd,-43.57973,172.56343,4267,132,,,Skyhawk near Kittyhawk Avenue,212
14727,Oakridge St near Nicholls Rd,-43.57975,172.56326,414,9,,,Skyhawk Rd near Kittyhawk Avenue,
40766,O'Neill Ave near Beechwood Dr,-43.46308,172.61913,133,2,,,Smith St near Cass St,81
45757,O'Neill Ave near Beechwood Dr,-43.46302,172.61903,3,0,,,Soleares Ave near Mccormacks Bay Rd,41
32990,Opawa,-43.55523,172.66872,609,21,,,Soleares Ave near Mt Pleasant Rd,90
32988,Opawa,-43.55394,172.66589,410,9,,,Soleares Ave near Santa Maria Ave,161
42937,Opawa Rd near Brabourne St,-43.56173,172.67511,5056,92,,,Soleares Ave near Toledo Pl,6
32421,Opawa Rd near Brougham St,-43.55494,172.67,10659,339,,,Soleares Ave near Valencia Ln,9
32974,Opawa Rd near Cholmondeley Ave,-43.55178,172.66254,1370,29,,,Solway Ave near Glenside Ave,125
28732,Opawa Rd near Ensors Rd,-43.55073,172.66031,1281,34,,,South City (Northbound),1874
41073,Opawa Rd near Grange St,-43.55854,172.67298,318,6,,,Southbridge,47
32510,Opawa Rd near Hawford Rd,-43.55305,172.66479,1396,49,,,Southbridge Hotel,
32506,Opawa Rd near Locarno St,-43.55117,172.66179,746,16,,,Southbrook,688
42916,Opawa Rd near Manatu Ln,-43.54939,172.65676,2025,67,,,Southbrook Rd near Coronation St,464
32957,Opawa Rd near Manatu Ln,-43.54968,172.65783,999,29,,,Southbrook Rd near Denchs Rd,62
42182,Opawa Rd near Mary Mclean Pl,-43.55804,172.67237,2377,88,,,Southern Park and Ride (South Belt),1141
41039,Opawa Rd near Mary Mclean Pl,-43.5563,172.67134,252,25,,,Southshore,
26705,Oram Ave near Hood St,-43.5105,172.73053,801,34,,,Sparks Rd near Hoon Hay Rd,440
26471,Oram Ave near Hood St,-43.51057,172.73084,39,2,,,Sparks Rd near Waimokihi Pl,210
26574,Oram Ave near Rodney St,-43.51316,172.73156,930,84,,,Springfield Rd near Kinloch St,255
26056,Oram Ave near Rodney St,-43.51335,172.73193,21,0,,,Springfield Rd near Pitt Pl,205
47233,Orchard Rd near Harewood Rd,-43.47793,172.5531,1394,81,,,Springfield Rd near St Albans St,387
44532,Oxford Rd near Fairview Briars,-43.30573,172.57781,2,0,,,Springs Rd,11
54531,Oxford Street near Winchester Street,-43.60238,172.72303,181,19,,,Springs Rd near Amyes Rd,419
15678,Pages Rd,-43.51105,172.71713,363,10,,,Springs Rd near Birchs Rd,275
26629,Pages Rd,-43.51096,172.7168,45,4,,,Springs Rd near Blakes Rd,416
15479,Pages Rd near Breezes Rd,-43.5178,172.70103,12666,1086,,,Springs Rd near Boston Ave,410
40399,Pages Rd near Breezes Rd,-43.51691,172.70242,887,80,,,Springs Rd near Brynley St,431
40334,Pages Rd near Buckleys Rd,-43.52584,172.68362,1627,92,,,Springs Rd near Caudron Rd,171
15684,Pages Rd near Charles Gallagher Pl,-43.51239,172.71369,6267,328,,,Springs Rd near Dufek Cres,90
26638,Pages Rd near Farnborough St,-43.51216,172.71391,132,4,,,Springs Rd near Garvins Rd,77
26906,Pages Rd near Fir Tree Ln,-43.51615,172.70458,2405,132,,,Springs Rd near Henry Wigram Pl,767
40352,Pages Rd near Kearneys Rd,-43.52377,172.68811,4765,217,,,Springs Rd near Marshs Rd,165
46801,Pages Rd near Kearneys Rd,-43.52355,172.68805,514,33,,,Springs Rd near Sioux Ave,1004
26947,Pages Rd near Knightsbridge Ln,-43.51587,172.70494,304,17,,,Springston,4
40306,Pages Rd near Ottawa Rd,-43.52227,172.69262,2725,133,,,St Albans St near Devonport Ln,169
46552,Pages Rd near Ottawa Rd,-43.52185,172.69343,200,4,,,St Albans St near Donald Pl,141
26849,Pages Rd near Portchester St,-43.51361,172.71073,356,12,,,St Andrews Hill Rd near Major Hornbrook Rd,26
47074,Pages Rd near Portchester St,-43.51349,172.7107,222,20,,,St Andrews Hill Rd near Marama Cres,39
26831,Pages Rd near Rowan Ave,-43.51482,172.70781,10011,570,,,St Andrews Hill Rd near The Brae,12
26934,Pages Rd near Rowan Ave,-43.5147,172.70779,1080,77,,,St Asaph St near Barbadoes St,142
15480,Pages Rd near Shortland St,-43.51996,172.69755,6840,291,,,St Asaph St near Colombo St,1360
26459,Pages Rd near Shortland St,-43.51897,172.69882,630,24,,,St Asaph St near Fitzgerald Ave,86
40368,Pages Rd near Waitaki St,-43.5102,172.71901,128,5,,,St Asaph St near Montreal St,420
26485,Pages Rd near Waitaki St,-43.50984,172.71954,2,0,,,St Asaph St near Phillips St,18
46789,Pages Rd near Woodham Rd,-43.52562,172.68349,223,11,,,St David St near Moorhouse Ave,115
41416,Pak n Save Wainoni,-43.51225,172.692,6483,333,,,St Martins Rd near Ensors Rd,342
15405,Papanui,-43.49827,172.60911,3436,92,,,St Martins Rd near Wilding St,722
13491,Papanui Rd near Bellvue Ave,-43.49839,172.60908,1006,25,,,St Martins Shops,2968
15414,Papanui Rd near Blighs Rd,-43.50045,172.61113,3899,110,,,Stanmore Rd near Alexandra St,753
12742,Papanui Rd near Clare Rd,-43.51839,172.62638,2569,109,,,Stanmore Rd near Draper St,775
13489,Papanui Rd near Grants Rd,-43.4999,172.61041,562,19,,,Stanmore Rd near Gloucester St,985
12960,Papanui Rd near Hawthorne St,-43.50216,172.6127,3765,72,,,Stanmore Rd near Haast St,330
12987,Papanui Rd near Heaton St,-43.50886,172.61864,2663,38,,,Stanmore Rd near London St,3547
12761,Papanui Rd near Holly Rd,-43.51688,172.6253,4072,76,,,Stanmore Rd near Lychgate Cl,233
41437,Papanui Rd near Holly Rd,-43.51721,172.62532,3482,92,,,Stanmore Rd near Siddal Pl,513
12871,Papanui Rd near Mays Rd,-43.5055,172.61556,4634,46,,,Stanmore Rd near Trinity Ln,243
12800,Papanui Rd near Milford St,-43.50959,172.61956,1780,44,,,Stanmore Rd near Warwick St,556
12483,Papanui Rd near Murray Pl,-43.51023,172.6199,3605,108,,,Stanmore Rd near Worcester St,677
12885,Papanui Rd near Normans Rd,-43.50611,172.61633,7796,52,,,Staveley St,83
12726,Papanui Rd near Paparoa St,-43.50191,172.61226,1333,38,,,Staveley St near Avonhead Rd,116
12925,Papanui Rd near Rugby St,-43.51355,172.62291,5196,182,,,Staveley St near Colina St,24
12505,Papanui Rd near St Albans St,-43.51384,172.62289,1206,45,,,Staveley St near Nortons Rd,103
12892,Papanui Rd near Tomes Rd,-43.50421,172.61458,1730,26,,,Straven Rd near Rochdale St,751
12863,Papanui Rd near Tomes Rd,-43.5034,172.61365,350,12,,,Strowan Rd near Lloyd St,73
12844,Papanui Rd near Webb St,-43.5153,172.62416,3376,89,,,Strowan Rd near Normans Rd,610
12514,Papanui Rd near Webb St,-43.51536,172.62397,2659,88,,,Supa Centa,2421
12816,Papanui Rd near Weston Rd,-43.50781,172.6179,812,19,,,Supa Centa Terminus,76
12902,Papanui Rd near Weston Rd,-43.50737,172.61729,365,5,,,Sydenham Shops,1314
40998,Park Tce,-43.6057,172.70072,347,12,,,Taiora/QEII,244
14409,Park Tce near Bealey Ave,-43.52183,172.62658,234,7,,,Te Korari St near David Palmer St,18
14387,Park Tce near Chester St W,-43.52798,172.62802,186,3,,,Te Korari St near Raranga St,72
41143,Park Tce near Cressy Tce,-43.60758,172.70113,296,7,,,Teesdale St near Deepdale St,83
14743,Park Tce near Peterborough St,-43.52539,172.62807,893,21,,,Teesdale St near Tay St,47
14394,Park Tce near Peterborough St,-43.52522,172.62828,411,15,,,Temp - Halswell Junction Rd near Foremans Rd,212
14903,Parker St near Kathleen Cres,-43.54301,172.51559,941,45,,,Temp - Waterloo Rd near Islington Ave,330
14179,Parker St near Steele St,-43.54293,172.51573,123,10,,,Templeton,1007
33779,Patterson Tce near Alvaston Dr,-43.57556,172.5534,4584,141,,,Tennyson St near Markham Way,101
33952,Patterson Tce near Brigham Dr,-43.57333,172.5551,121,7,,,Tennyson St near Michelangelo Dr,718
53515,Patterson Tce near Calverton Place,-43.57585,172.55367,20,0,,,Tennyson St near Moore St,52
33751,Patterson Tce near Clipston Pl,-43.57403,172.55363,1,0,,,Tennyson St near Rolleston Dr,538
22346,Patterson Tce near Rempstone Dr,-43.57515,172.55269,1676,66,,,The Palms (Marshland Rd mall side),904
33849,Patterson Tce near Ridder Pl,-43.57742,172.55663,1394,40,,,The Palms (Marshland Rd- vet side),1991
22333,Patterson Tce near Ridder Pl,-43.57752,172.55667,947,48,,,The Palms (New Brighton Rd),1857
50932,Pegasus Blvd near Pegasus Main St,-43.31482,172.6968,1589,52,,,The Runway near Dalwood Dve,242
51334,Pegasus Blvd near SH-1,-43.30978,172.67446,1590,64,,,The Runway near Deal St,676
51323,Pegasus Blvd near SH-1,-43.30969,172.67466,162,3,,,The Runway near Kittyhawk Ave,151
50921,Pegasus Blvd near Solander Rd,-43.3161,172.69273,65,0,,,Ti Rakau Dr near Delta Wy,133
50945,Pegasus Blvd near Waireka St,-43.31625,172.6926,1637,39,,,Ti Rakau Dr near Kestrel Pl,35
50950,Pegasus Blvd near Whakatipu St,-43.31635,172.68917,2061,70,,,Ti Rakau Dr near Shearwater Dr,226
50909,Pegasus Blvd near Whakatipu St,-43.31621,172.68927,450,1,,,Town Hall,2118
54343,Pegasus Main St near Motu Qy,-43.3113,172.6952,5119,192,,,Travis Rd,148
54195,Penruddock Rise near Francis Mill Grove,-43.58465,172.60316,19,0,,,Travis Rd near Atlantis St,198
54202,Penruddock Rise near Sedbergh Place,-43.58361,172.60117,505,3,,,Travis Rd near Blue Gum Pl,1493
33444,Penruddock Rse near Croftfield Pl,-43.57718,172.60377,296,2,,,Travis Rd near Bower Ave,2630
33056,Penruddock Rse near Hamish Pl,-43.57675,172.60351,3750,61,,,Travis Rd near Travis Country Dr,155
33471,Penruddock Rse near Highcrest Hts,-43.58077,172.60056,1122,10,,,Travis Road near Atlantis Street,4
33459,Penruddock Rse near Pembridge Ln,-43.57919,172.60267,1991,40,,,Travis Road near Bower Ave,623
33400,Penruddock Rse near Sedgwick Wy,-43.57978,172.60286,63,0,,,Tuam St near Duke St,71
42195,Port Hills Rd near Ardtrea Ln,-43.57368,172.69983,1543,11,,,Tuam St near England St,499
42045,Port Hills Rd near Ardtrea Ln,-43.57389,172.7006,87,5,,,Tuam St near Fitzgerald Ave,186
42273,Port Hills Rd near Avoca Valley Rd,-43.56968,172.68378,1014,15,,,Tuam St near Madras St,184
42078,Port Hills Rd near Avoca Valley Rd,-43.56841,172.68264,19,0,,,Tuam St near Nursery Rd,355
42148,Port Hills Rd near Castleview Ln,-43.573,172.69693,1836,37,,,Tuam St near Olliviers Rd,346
42256,Port Hills Rd near Chapmans Rd,-43.57053,172.68651,4201,81,,,Tuam St near Percy St,595
40040,Port Hills Rd near Curries Rd,-43.56225,172.67573,356,13,,,Tuam St near Phillips St,81
42107,Port Hills Rd near Curries Rd,-43.56357,172.67679,82,2,,,Tuam St near Saxon St,260
42169,Port Hills Rd near Horotane Valley Rd,-43.57219,172.69472,3379,117,,,Two Chain Rd near Aylesbury Rd,172
42066,Port Hills Rd near Horotane Valley Rd,-43.57195,172.69463,133,2,,,Two Chain Rd near Walkers Rd,43
42009,Port Hills Rd near Martindales Rd,-43.57574,172.70326,383,17,,,Union St,39
42084,Port Hills Rd near Mauger Dr,-43.57302,172.69797,162,5,,,Union St near Mountbatten St,115
42294,Port Hills Rd near Nuttall Dr,-43.56643,172.68028,615,11,,,Union St near Tovey St,329
42050,Port Hills Rd near Nuttall Dr,-43.56637,172.68041,35,1,,,University - Creyke Rd,413
42176,Port Hills Rd near Stedley Pl,-43.57573,172.70305,4613,126,,,Van Asch St near Denman St,447
42097,Port Hills Rd near Vega Pl,-43.57032,172.68601,94,2,,,Veitches Rd near Cavendish Rd,133
45630,Prebbleton,-43.57994,172.51306,9533,256,,,Veitches Rd near Grampian St,59
25976,Prebbleton,-43.57944,172.51375,2538,66,,,Veitches Rd near Kimberley St,43
53953,Preston Downs Reserve,-43.51762,172.36992,13,0,,,Veitches Rd near Larch Pl,70
54475,Prestons (Te Korari St),-43.4624,172.66573,908,35,,,Veitches Rd near Northfield Rd,138
54481,Prestons (Te Korari St),-43.4624,172.66582,10,0,,,Victoria St near Dorset St,1048
54218,Prestons Rd near Alpine View,-43.47388,172.67274,283,6,,,Waikuku,76
54009,Prestons Rd near Te Korari St,-43.47417,172.66268,347,14,,,Waikuku Beach Rd near Kaiapohia Rd,6
54013,Prestons Rd near Te Korari St,-43.47394,172.6643,272,5,,,Waikuku Beach Rd near Northside Dr,3
54410,Prestons School,-43.47164,172.66554,1798,22,,,Waimairi Rd near Athol Tce,1051
54423,Prestons School,-43.47146,172.66571,843,11,,,Waimairi Rd near Bowen St,2325
23165,Princess Margaret Hospital,-43.57,172.62067,15608,404,,,Waimairi Rd near Brulay Cts,485
19705,Purchas St near Colombo St,-43.5185,172.63668,3302,89,,,Waimairi Rd near Dovedale Ave,798
20414,Queenspark,-43.47563,172.70733,5541,181,,,Waimairi Rd near Greers Rd,398
20737,Queenspark Dr near Bower Ave,-43.48219,172.71126,1450,57,,,Waimairi Rd near Maidstone Rd,221
20818,Queenspark Dr near Bower Ave,-43.48231,172.71101,32,0,,,Waimairi Rd near Maydell St,222
20238,Queenspark Dr near Branksome Pl,-43.47885,172.69804,2288,100,,,Waimairi Rd near Wentworth St,413
20272,Queenspark Dr near Branksome Pl,-43.47873,172.69732,10,0,,,Wainoni Rd near Avonside Dr,395
20229,Queenspark Dr near Brentwood St,-43.47784,172.69579,1797,107,,,Wainoni Rd near Bexley Rd,1
20286,Queenspark Dr near Brentwood St,-43.4772,172.69518,4,0,,,Wainoni Rd near Breezes Rd,660
20390,Queenspark Dr near Broadhaven Ave,-43.47317,172.69561,13,4,,,Wainoni Rd near Cuffs Rd,333
20199,Queenspark Dr near Chadbury St,-43.48145,172.70533,3958,211,,,Wainoni Rd near Hampshire St,909
20785,Queenspark Dr near Chadbury St,-43.4815,172.70511,31,2,,,Wainoni Rd near Orrick Cres,721
20240,Queenspark Dr near Chadlington St,-43.47537,172.69497,2421,122,,,Wainoni Rd near Ottawa Rd,539
20511,Queenspark Dr near Chadlington St,-43.47417,172.6951,1541,90,,,Wainoni Rd near Pannell Ave,398
20498,Queenspark Dr near Chadlington St,-43.47512,172.69476,6,1,,,Wainoni Rd near Portsmouth St,2393
20802,Queenspark Dr near Donnington St,-43.48234,172.70764,5,1,,,Wainoni Rd near Shortland St,522
20255,Queenspark Dr near Inwoods Rd,-43.47975,172.70091,3852,122,,,Wairakei Rd,155
20303,Queenspark Dr near Inwoods Rd,-43.48036,172.70211,212,9,,,Wairakei Rd near Abros Pl,267
20217,Queenspark Dr near Lamorna Rd,-43.48223,172.70785,1013,56,,,Wairakei Rd near Aorangi Rd,307
24439,Quinns Rd near Hercules St,-43.50559,172.658,25,1,,,Wairakei Rd near Blighs Rd,350
24473,Racecourse Rd near O'briens Rd,-43.5331,172.54703,1519,66,,,Wairakei Rd near Breens Rd,253
14237,Racecourse Rd near O'briens Rd,-43.53403,172.54554,265,21,,,Wairakei Rd near Charlcott St,150
23453,Radley St near Chichester St,-43.55237,172.67399,111,17,,,Wairakei Rd near Chislehurst Pl,21
23242,Radley St near Cumnor Tce,-43.54814,172.67802,10,0,,,Wairakei Rd near Grahams Rd,270
23482,Radley St near Tavender St,-43.55025,172.67554,31,2,,,Wairakei Rd near Greers Rd,543
32855,Ramahana Rd near Aotea Tce,-43.56546,172.65523,403,20,,,Wairakei Rd near Idris Rd,369
32864,Ramahana Rd near Aotea Tce,-43.56467,172.65442,336,10,,,Wairakei Rd near Jennifer St,211
32409,Ramahana Rd near Aotea Tce,-43.56582,172.65542,3,0,,,Wairakei Rd near Kendal Ave,324
32677,Ramahana Rd near Aotea Tce,-43.56441,172.65407,1,1,,,Wairakei Rd near Manor Pl,173
32840,Ramahana Rd near Centaurus Rd,-43.56328,172.6552,288,5,,,Wairakei Rd near Pitcairn Cres,157
26877,Rangiora (Ashley St),-43.30255,172.59609,20117,765,,,Wairakei Rd near Sheffield Cres,
41733,Rangiora Woodend Rd near Chinnerys Rd,-43.31852,172.65658,343,6,,,Wairakei Rd near Spalding St,134
15096,Rangiora Woodend Rd near Chinnerys Rd,-43.31902,172.65747,4,0,,,Wairakei Rd near Todd Ave,46
41115,Rapaki,-43.60393,172.6795,345,9,,,Wakefield Ave near Duncan St,
54182,Ravensdale Rise at Ravensdale Park,-43.58628,172.60513,1066,11,,,Wakefield Ave near Nayland St,2713
54176,Ravensdale rise near Cumbria Lane,-43.58439,172.60679,852,28,,,Wakefield Ave near Paisley St,235
53694,Ravensdale Rise near Woodside Common,-43.58139,172.60608,1094,14,,,Wales St near Oldham Cres,721
29992,Redwood,-43.46812,172.62371,3024,99,,,Wales St near Shamrock Pl,87
29315,Regent's Park Dr near Aylsham Ln,-43.47057,172.60899,914,32,,,Waltham Rd near Austin St,373
29327,Regent's Park Dr near Primrose Hill Ln,-43.47084,172.61106,497,7,,,Waltham Rd near Bunyan St,16
29273,Regents Park Dr near Styx Mill Rd,-43.46936,172.61551,248,6,,,Waltham Rd near Coleridge St,23
29241,Regents Park Dr near Styx Mill Rd,-43.46917,172.61561,17,0,,,Waltham Rd near Hastings St E,588
19640,Regents Park Dr near Woodhurst Dr,-43.47074,172.61272,61,0,,,Waltham Rd near Mowbray St,183
14715,Riccarton Ave,-43.53146,172.61625,1676,41,,,Waltham Rd near Rogers St,308
17253,Riccarton Ave,-43.53112,172.6161,896,14,,,Warrington St near Woodville St,90
17230,Riccarton Ave (Hospital),-43.53397,172.6224,15723,395,,,Warrington St Shops,470
51254,Riccarton Ave (Hospital),-43.53371,172.62196,5841,119,,,Waterloo Rd,158
11898,Riccarton Rd near Balgay St,-43.53115,172.58277,27117,272,,,Waterloo Rd near Brixton St,184
37692,Riccarton Rd near Balgay St,-43.53099,172.58322,3229,144,,,Waterloo Rd near Islington Ave,63
17207,Riccarton Rd near Bartlett St,-43.52891,172.61002,17727,505,4606,,Waterloo Rd near Kissel St,206
17932,Riccarton Rd near Bartlett St,-43.52903,172.60999,17325,341,,,Waterloo Rd near Wilson St,32
37745,Riccarton Rd near Field Tce,-43.53117,172.58093,19911,731,,,West Melton Primary School,178
17461,Riccarton Rd near Harakeke St,-43.52927,172.60528,14778,484,,,Westlake,133
17966,Riccarton Rd near Harakeke St,-43.52941,172.6053,7156,233,,,Westlake Dr near Eskdale Pl,10
38393,Riccarton Rd near Middleton Rd,-43.53146,172.57888,8661,245,,,Westlake Dr near Hemingford Pl,73
38408,Riccarton Rd near Newnham Tce,-43.53138,172.57807,13819,681,,,Westlake Dr near Lancewood Dr,6
38695,Riccarton Rd near Newnham Tce,-43.53164,172.57641,7151,265,,,Westminster St near Flockton St,152
38761,Riccarton Rd near Paeroa St,-43.53063,172.58786,18476,584,3774,,Wharenui Rd near Janet St,357
38289,Riccarton Rd near Paeroa St,-43.53073,172.58811,11499,419,,,Wharenui Rd near Puna St,88
38291,Riccarton Rd near Shand Cres,-43.53055,172.59057,9001,417,,,Wharenui Rd near Riccarton Rd,134
38301,Riccarton Rd near Wainui St,-43.53027,172.59246,15547,558,,,Whitby St near Everest St,67
53365,Richill St near Main North Rd,-43.44497,172.63332,37,0,,,White St near Parkhouse Dr,313
53639,Richmond Ave near Kruger Ave,-43.5722,172.54198,3979,83,,,Whiteleigh Ave near Barrington St,1929
53625,Richmond Ave near Kruger Ave,-43.5723,172.54169,10,0,,,Whiteleigh Ave near Jack Hinton Dr,859
26307,Rocking Horse Rd near Godwit St,-43.54005,172.74294,605,14,,,Whiteleigh Ave near Leamington St,507
43117,Rocking Horse Rd near Heron St,-43.54209,172.74386,1505,35,,,Whiteleigh Ave near Troup Dr,863
26330,Rocking Horse Rd near Heron St,-43.54282,172.74417,33,0,,,Whitmore St near Avalon St,205
44131,Rocking Horse Rd near Penguin St,-43.5456,172.74519,339,22,,,Whitmore St near Bealey Ave,191
26245,Rocking Horse Rd near Penguin St,-43.54563,172.74535,7,1,,,Williams St (Mobil Kaiapoi),1041
26209,Rocking Horse Rd near Petrel Ln,-43.55585,172.74998,11009,352,,,Williams St near Carew St,399
46990,Rocking Horse Rd near Plover St,-43.54832,172.74656,1220,34,,,Williams St near Cass St,714
26250,Rocking Horse Rd near Plover St,-43.54851,172.74681,19,1,,,Williams St near Coups Tce,118
26284,Rocking Horse Rd near Tern St,-43.55143,172.74813,755,39,,,Williams St near Courtenay Drive,137
26162,Rocking Horse Rd near Tern St,-43.551,172.74807,4,0,,,Williams St near Dale St,75
26297,Rocking Horse Rd near Torea Ln,-43.55369,172.7491,768,41,,,Williams St near Davie St,953
26136,Rocking Horse Rd near Whimbrels Wy,-43.55414,172.74943,19,1,,,Williams St near Holland Drive,109
40254,Rodney St near Union St,-43.51383,172.73008,541,28,,,Williams St near Ohoka Rd,447
32198,Rodney St near Union St,-43.51397,172.73004,40,3,,,Williams St near Sims Rd,53
50538,Rolleston (Kidman St),-43.59015,172.38333,20046,637,,,Williams St near Vickery St,538
52860,Rolleston (Kidman St),-43.59033,172.38314,1197,52,,,Wilsons Rd,358
53185,Rolleston Ave near Gloucester St,-43.5295,172.62754,3111,43,,,Wilsons Rd near Beckford Rd,174
52927,Rolleston Ave near Gloucester St,-43.53019,172.62768,1538,19,,,Wilsons Rd near Koromiko St,2
54596,Rolleston College,-43.60548,172.38833,2523,63,,,Wilsons Rd near Riverlaw Tce,7
17997,Rolleston Dr near Lincoln Rolleston Rd,-43.59348,172.3856,4767,337,,,Wilsons Rd near Timbertop Ln,330
45994,Rolleston Dr near Othello Dr,-43.59926,172.37269,2495,101,,,Winchester St near Andover St,404
46534,Rolleston Dr near Othello Dr,-43.59801,172.38074,1264,48,,,Winchester St near Coleridge Tce,33
47438,Rolleston Dr near Othello Dr,-43.59786,172.38159,538,14,,,Withells Rd near Apsley Dr,351
45023,Rolleston Dr near Othello Dr,-43.59901,172.3723,181,9,,,Withells Rd near Avonhead Rd,327
46198,Rolleston Dr near Renoir Dr,-43.60018,172.3759,2093,56,,,Withells Rd near Gainford St,356
45262,Rolleston Dr near Renoir Dr,-43.60043,172.37549,44,2,,,Withells Rd near Merrin St,212
52839,Rolleston Terminus,-43.61023,172.36408,12693,261,,,Withells Rd near Staveley St,56
39562,Rookwood Ave near Marriotts Rd,-43.49638,172.71472,2019,104,,,Withells Rd near Westall Ln,177
39354,Rookwood Ave near Marriotts Rd,-43.49593,172.7142,262,9,,,Withells Rd near Woodbury St,85
22380,Rose St near Beechworth Ave,-43.56406,172.62351,6846,109,,,Woodbury St near Glenharrow Ave,219
22379,Rose St near Beechworth Ave,-43.56446,172.62308,3194,10,,,Woodend,249
22435,Rose St near Cashmere View St,-43.56683,172.61881,589,22,,,Woodend (Main North Rd),515
